Ч|а|с|т|о|т|а| |п|р|и|л|а|г|а|т|е|л|ь|н|ы|х
молодёжный|['социальный', 'инклюзивный', 'образовательный', 'творческий', 'ресурсный', 'открытый', 'общественный', 'экологический', 'театральный', 'патриотический', 'музыкальный', 'трудовой', 'волонтёрский', 'казачий', 'некоммерческий', 'военнопатриотический', 'инновационный', 'литературный', 'художественный', 'проектный', 'научный', 'туристический', 'военноисторический', 'креативный', 'этнокультурный', 'водный', 'туристский', 'исследовательский', 'архитектурный', 'историкопатриотический', 'евразийский', 'морской', 'предпринимательский', 'научнопрактический', 'этнографический', 'социальнообразовательный', 'районный', 'инициативный', 'хоровой', 'парусный', 'научноисследовательский', 'вокальный', 'палаточный', 'киберспортивный', 'симфонический', 'пожарноспасательный', 'писательский', 'этноконфессиональный', 'антифашистский', 'интегральный', 'информационнопознавательный', 'школамастерский', 'театральнообразовательный', 'философский', 'экранный', 'эковолонтёрский', 'познавательноархеологический', 'оркестровый', 'историкофилологический']
благоприятный|['окружающий']
мобильный|['социальный', 'детский', 'образовательный', 'творческий', 'ресурсный', 'исторический', 'интерактивный', 'гуманитарный', 'юридический', 'профориентационный', 'проектный', 'научный', 'передвижной', 'сенсорный', 'мультимедийный', 'медикосоциальный', 'кукольный', 'многопрофильный', 'межрайонный', 'микрореабилитационный', 'гериатрический', 'экспозиционный']
хронический|['сердечный', 'ревматический', 'вирусный', 'кожный']
одинокий|['молодой', 'пожилой', 'престарелый']
адресный|['социальный', 'гуманитарный']
настольный|['образовательный', 'спортивный', 'образовательнокраеведческий']
выездной|['социальный', 'молодёжный', 'семейный', 'образовательный', 'школьный', 'мобильный', 'паллиативный', 'медицинский', 'научный', 'дистанционный', 'краеведческий', 'социальнообразовательный', 'учебнотренировочный', 'патронажный', 'семейноинтегративный']
военный|['спортивный', 'исторический', 'патриотический', 'историкопатриотический', 'альтернативный', 'полярный', 'авиационный']
адаптивный|['детский', 'спортивный', 'физический', 'боевой', 'игровой', 'водный', 'конный', 'сенсорный', 'двигательный', 'верховой', 'лыжный', 'кинологический']
свой|['культурный', 'матёрый']
творческий|['социальный', 'инклюзивный', 'молодёжный', 'образовательный', 'особый', 'общественный', 'патриотический', 'благотворительный', 'художественный', 'технический', 'добровольческий', 'реабилитационный', 'выходной', 'выставочный', 'интересный', 'интернетмастерский']
первичный|[]
интерактивный|['молодёжный', 'образовательный', 'общественный', 'экологический', 'школьный', 'национальный', 'просветительский', 'художественный', 'музейный', 'психологопедагогический', 'учебный', 'военноисторический', 'краеведческий', 'виртуальный', 'педагогический', 'электронный', 'мультимедийный', 'научнотехнический', 'мемориальный', 'экскурсионный', 'марийский', 'мотивационный', 'экологокраеведческий', 'библиотечный', 'медиаобразовательный', 'голосовой', 'рекреационномузейный', 'новаторский', 'патриотикокраеведческий', 'музейноэкспозиционный']
швейный|['типографский', 'трикотажный']
социальномедицинский|[]
социальнобытовый|['профессиональный', 'функциональный']
материальный|['психологический', 'информационный', 'духовный']
детский|['социальный', 'инклюзивный', 'молодёжный', 'семейный', 'образовательный', 'спортивный', 'всероссийский', 'творческий', 'сельский', 'общественный', 'экологический', 'активный', 'народный', 'городской', 'театральный', 'российский', 'патриотический', 'паллиативный', 'музыкальный', 'волонтёрский', 'информационный', 'военнопатриотический', 'инновационный', 'православный', 'технический', 'онкологический', 'добровольческий', 'научный', 'музейный', 'реабилитационный', 'туристический', 'областной', 'игровой', 'этнокультурный', 'туристский', 'футбольный', 'шахматный', 'коррекционный', 'оздоровительный', 'подростковый', 'дворовый', 'профильный', 'столярный', 'короткометражный', 'алтайский', 'спортивнооздоровительный', 'лечебный', 'донский', 'юношеский', 'кукольный', 'познавательный', 'церебральный', 'мультипликационный', 'хоккейный', 'хоровой', 'парусный', 'экскурсионный', 'епархиальный', 'клинический', 'самодеятельный', 'модельный', 'железный', 'певческий', 'сиротский', 'конноспортивный', 'песенный', 'фольклорноэтнографический', 'биатлонный', 'симфонический', 'авиамодельный', 'художественнообразовательный', 'судостроительный', 'дорожнотранспортный', 'кинообразовательный', 'просветительскотеатральный', 'бизибордовый', 'оздоровительновосстановительный', 'пленэрный', 'информационноразвлекательный', 'грушинский', 'квестэкскурсионный', 'спортивнокраеведческий']
центральный|['детский', 'федеральный', 'приволжский', 'клинический', 'духовнопатриотический', 'турслётный']
немедицинский|['паллиативный']
трудовой|['социальный', 'творческий', 'досуговый', 'хозяйственнобытовый']
образовательный|['социальный', 'инклюзивный', 'семейный', 'творческий', 'экологический', 'исторический', 'просветительский', 'научный', 'туристический', 'игровой', 'настольный', 'туристский', 'выставочный', 'экскурсионный', 'правозащитный', 'туристскокраеведческий']
партнёрский|['семейнодемографический']
православный|['детский', 'молодёжный', 'семейный', 'спортивный', 'театральный', 'многодетный', 'социокультурный', 'культурнопросветительский', 'образовательнопросветительский', 'духовнопросветительский', 'церковный', 'терапевтический', 'певческий', 'духовнопатриотический']
воронежский|['детский']
ближний|['дальний']
бывший|['восточный']
больной|['молодой', 'один', 'большой', 'сахарный', 'хронический', 'несовершенный']
традиционный|['русский', 'народный', 'культурный', 'национальный', 'музыкальный', 'просветительский', 'инновационный', 'женский', 'детскоюношеский', 'уральский', 'военноспортивный', 'воинский', 'деревянный', 'нравственный', 'ватный', 'крыловидный', 'общепоселковый']
святодимитриевский|['детский']
дикий|['северный', 'дальний']
юношеский|['спортивный', 'литературный', 'художественный', 'горный']
благотворительный|['спортивный', 'общественный', 'межрегиональный', 'художественный', 'швейный', 'вещевой', 'офицерский', 'драматерапевтический', 'продовольственный', 'операционный', 'трапезная', 'консультативнореабилитационный']
лишённый|[]
патриарший|[]
общественный|['ресурсный', 'сельский', 'экологический', 'исторический', 'патриотический', 'приёмный', 'музейный', 'поисковый', 'туристский', 'жилищный', 'наблюдательный', 'физкультурный', 'охотничий']
твёрдый|['коммунальный']
межрегиональный|['инклюзивный', 'комплексный', 'международный', 'молодёжный', 'образовательный', 'творческий', 'ресурсный', 'открытый', 'экологический', 'летний', 'патриотический', 'гуманитарный', 'казачий', 'медицинский', 'литературный', 'художественный', 'социокультурный', 'профориентационный', 'военноисторический', 'краеведческий', 'этнокультурный', 'поисковый', 'телевизионный', 'оздоровительный', 'военноспортивный', 'духовнопросветительский', 'химический', 'историкокраеведческий', 'джазовый', 'научнообразовательный', 'многопрофильный', 'волейбольный', 'информационноконсультационный', 'историкопоисковый', 'поисковоисследовательский', 'гуманитарнопросветительский', 'патриотическопросветительский', 'спортивнотворческий', 'историкоисследовательский', 'поисковомемориальный']
детскоюношеский|['инклюзивный', 'молодёжный', 'творческий', 'театральный', 'летний', 'патриотический', 'национальный', 'казачий', 'военноспортивный', 'любительский', 'легкоатлетический', 'александроневский']
технический|['гуманитарный']
всероссийский|['социальный', 'инклюзивный', 'детский', 'молодёжный', 'семейный', 'образовательный', 'творческий', 'открытый', 'общественный', 'экологический', 'правовой', 'исторический', 'школьный', 'театральный', 'летний', 'патриотический', 'благотворительный', 'музыкальный', 'студенческий', 'интеллектуальный', 'литературный', 'добровольческий', 'детскоюношеский', 'педагогический', 'телевизионный', 'специальный', 'танцевальный', 'футбольный', 'информационнопросветительский', 'научнопросветительский', 'этнографический', 'научнопопулярный', 'историкопросветительский', 'фольклорный', 'духовнопросветительский', 'естественнонаучный', 'скаутский', 'общественнокультурный', 'фольклорноэтнографический', 'поместный', 'культурноблаготворительный', 'литературнопросветительский', 'физикотехнический', 'информационнопоисковый']
региональный|['социальный', 'детский', 'молодёжный', 'образовательный', 'спортивный', 'ресурсный', 'открытый', 'общественный', 'экологический', 'правовой', 'студенческий', 'военнопатриотический', 'межнациональный', 'выездной', 'добровольческий', 'профориентационный', 'родительский', 'учебный', 'военноисторический', 'детскоюношеский', 'ремесленный', 'технологический', 'шахматный', 'футбольный', 'книжный', 'профильный', 'районный', 'вокальный', 'географический', 'робототехнический', 'спортивнотуристический', 'спортивнообразовательный', 'печатный', 'транспортноэнергетический']
великий|['русский', 'отечественный', 'северный', 'архивный', 'благоверный', 'могучий']
рязанский|[]
добровольный|['народный', 'лесной', 'пожарный', 'индивидуальный']
лесной|['пожарный', 'ландшафтный']
сельский|['детский', 'спортивный', 'общественный', 'приёмный', 'финансовый', 'краеведческий', 'пожарный', 'этнокультурный', 'муниципальный', 'футбольный', 'шахматный', 'оздоровительный', 'деревенский']
зелёный|['лёгкое']
русский|['народный', 'театральный', 'национальный', 'православный', 'литературный', 'духовный', 'военный', 'футбольный', 'мемориальный', 'полярный', 'жестовый', 'географический', 'классический', 'поэтический', 'храмовый', 'кругосветный', 'классическуюсовременный']
медицинский|['паллиативный', 'адресный']
сетевой|['профессиональный', 'профориентационный', 'исследовательский', 'кинообразовательный', 'проектноисследовательский']
школьный|['детский', 'молодёжный', 'образовательный', 'спортивный', 'экологический', 'цифровой', 'трудовой', 'художественный', 'проектный', 'футбольный', 'научнопопулярный', 'хоккейный', 'баскетбольный', 'волейбольный', 'конструкторский', 'внеурочный', 'внешкольный']
мой|['новый', 'семейный', 'спортивный', 'первый', 'профессиональный', 'казачий', 'хороший', 'безопасный', 'будущий', 'самый', 'позитивный', 'личный', 'любимый', 'крутой', 'лошадиный', 'отчий', 'обьиртыший']
предпрофессиональный|[]
самый|['спортивный', 'хороший', 'маленький', 'важный', 'незащищённый', 'дружный', 'западный', 'быстрый']
сам|['молодой', 'здоровый', 'северный', 'швейный', 'инженерный', 'важный', 'столярный', 'западный', 'клубный', 'богатый']
белгородский|['государственный']
современный|['социальный', 'молодёжный', 'спортивный', 'творческий', 'сельский', 'доступный', 'адаптивный', 'цифровой', 'эффективный', 'социокультурный', 'традиционный', 'уличный', 'уральский', 'этнокультурный', 'компьютерный', 'удмуртский', 'морской', 'церковный', 'изобразительный', 'популярный', 'эстрадный', 'побратимский']
котучёный|[]
семейный|['инклюзивный', 'спортивный', 'творческий', 'ресурсный', 'экологический', 'правовой', 'интерактивный', 'театральный', 'музыкальный', 'приёмный', 'православный', 'интеллектуальный', 'туристический', 'выходной', 'водный', 'конный', 'досуговый', 'книжный', 'кукольный', 'консультативный', 'социальнообразовательный', 'лыжный', 'спортивнодосуговый', 'палаточный', 'воскресный', 'кулинарный', 'интерактивнопознавательный', 'театральномузыкальный', 'приемныеправовой']
ранний|['детский', 'комплексный', 'профессиональный', 'физический', 'медицинский', 'психологопедагогический', 'дошкольный', 'коррекционный', 'непрерывный', 'превентивный']
самостоятельный|[]
мамин|[]
военноспортивный|['патриотический']
смаглеевский|[]
средний|['профессиональный', 'общеобразовательный']
гвардейский|['стрелковый']
иловайский|[]
московский|['международный', 'городской', 'волонтёрский', 'проектный', 'областной', 'джазовый', 'епархиальный', 'клинический', 'коломенский', 'скорбященский']
екатеринбургский|[]
незрячий|['социокультурный', 'слабовидящий']
лечебный|['физический', 'верховой']
низкопороговый|['социальный', 'консультационный']
профессиональный|['комплексный', 'образовательный', 'творческий', 'психологический', 'ранний', 'приёмный', 'юридический', 'медикосоциальный', 'социальнобытовый']
разный|['равный', 'возрастной', 'детиравный', 'мыравный']
саратовский|['областной']
студенческий|['молодёжный', 'образовательный', 'экологический', 'школьный', 'медицинский', 'проектный', 'научный', 'технологический', 'футбольный', 'архитектурный', 'парусный', 'спасательный', 'полевой', 'сервисный', 'спелеологический']
нужный|['весь', 'наш', 'живой', 'каждый', 'сильный', 'счастливый', 'пожарный']
летний|['детский', 'молодёжный', 'семейный', 'творческий', 'театральный', 'казачий', 'выездной', 'научный', 'туристический', 'досуговый', 'танцевальный', 'оздоровительный', 'профильный', 'археологический', 'учебнотренировочный', 'информационнообразовательный', 'научнообразовательный', 'осенний', 'каспийский', 'загородный', 'образовательновоспитательный', 'читальный', 'физкультурнотанцевальный', 'оборонноспортивный']
уральский|['современный', 'летний', 'сибирский', 'федеральный', 'химический', 'индустриальный']
краеведческий|['наш', 'экологический', 'исторический', 'патриотический', 'настольный', 'туристский']
цифровой|['образовательный', 'профориентационный', 'музейный', 'дистанционный', 'финансовый', 'пилотный']
приволжский|['федеральный']
непрерывный|['медицинский', 'реабилитационный', 'дистанционный', 'дополнительный', 'социальнопедагогический']
патронажный|['паллиативный']
полезный|['безопасный', 'дорожный']
ментальный|['физический', 'другой', 'психический', 'множественный', 'сенсорный', 'психофизический', 'поведенческий', 'неврологический']
ученический|[]
мемориальный|['памятный']
уникальный|['научный', 'креативный', 'природный', 'соответствующий', 'археологоэтнографический', 'реликтовый']
узкоколейный|['железный']
удалённый|[]
больший|['благотворительный', 'музейный', 'маленький', 'карельский', 'юнармейский', 'колымский']
сибирский|['экологический', 'музыкальный', 'казачий', 'федеральный', 'связующий', 'кедровый', 'купеческий', 'оборонительный', 'декоративный']
среднее|['профессиональный', 'школьный', 'медицинский']
безграничный|[]
архангельский|[]
спортивный|['молодёжный', 'здоровый', 'образовательный', 'сельский', 'летний', 'патриотический', 'казачий', 'туристический', 'выходной', 'конный', 'зимний', 'оздоровительный', 'тренажёрный', 'скандинавский', 'пешеходный', 'детскоподростковый', 'октябрьский', 'дерзкий', 'интеллектуальнологический', 'дворздоровый']
мывсеразвный|['мотивационный']
областной|['детский', 'молодёжный', 'образовательный', 'творческий', 'благотворительный', 'музыкальный', 'межнациональный', 'информационнотуристический']
левашовский|[]
сестринский|['паллиативный']
хоровой|[]
парковый|['всероссийский']
первый|['инклюзивный', 'международный', 'молодёжный', 'всероссийский', 'русский', 'открытый', 'сельский', 'общественный', 'экологический', 'региональный', 'межрегиональный', 'равный', 'городской', 'национальный', 'женский', 'областной', 'республиканский', 'уникальный', 'мировой', 'районный', 'ежедневный', 'полнометражный', 'симфонический', 'специализированный', 'доврачебный', 'официальный', 'наклонный', 'ветряный']
туристический|['молодёжный']
пеший|['водный']
многофункциональный|['инклюзивный', 'семейный', 'творческий', 'общественный', 'информационный', 'добровольческий', 'коммуникативный', 'негосударственный', 'телемедицинский', 'всесезонный']
юридический|['психологический', 'правовой', 'бухгалтерский', 'информационнокоммуникационный']
страшный|[]
пожилой|['активный', 'тяжелобольной', 'маломобильный']
туристскокраеведческий|[]
патриотический|['социальный', 'трудовой', 'просветительский', 'профориентационный', 'военноспортивный', 'нравственный']
учебный|['социальный', 'швейный', 'поисковый', 'стажировочный', 'поисковоисследовательский', 'военнополевый']
ремесленный|[]
онкобольной|['близкий']
лежачий|['больной']
системный|['комплексный', 'волонтёрский']
карельский|[]
армейский|['рукопашный']
коренной|['малочисленный']
сочинский|['городской']
открытый|['социальный', 'инклюзивный', 'детский', 'международный', 'молодёжный', 'образовательный', 'спортивный', 'весь', 'всероссийский', 'творческий', 'региональный', 'межрегиональный', 'исторический', 'интерактивный', 'городской', 'российский', 'музыкальный', 'информационный', 'литературный', 'музейный', 'московский', 'многофункциональный', 'танцевальный', 'исследовательский', 'шахматный', 'евразийский', 'математический', 'краевой', 'хоровой', 'данные', 'генетический', 'коммуникационный', 'интегративный', 'межпоселенческий', 'генеалогический', 'межмуниципальный']
отечественный|['второй', 'авторский']
территориальный|['общественный']
профильный|['образовательный', 'региональный', 'межрегиональный']
волонтёрский|['творческий', 'межрегиональный', 'трудовой', 'организационный', 'пр', 'ярыгинский']
экологический|['социальный', 'волонтёрский', 'некоммерческий', 'добровольческий', 'туристический', 'практический', 'социальнообразовательный', 'мультипликационный', 'языковой', 'природоохранный']
срочный|['социальный', 'адресный', 'низкопороговый']
дополнительный|['образовательный', 'профессиональный', 'юридический', 'математический']
важный|['весь', 'каждый', 'репродуктивный', 'личностный']
брянский|[]
физкультурноспортивный|[]
ресурсный|['информационнопросветительский', 'учебнометодический', 'информационнокраеведческий']
успешный|['российский', 'будущий']
иловкий|[]
алексеевский|['городской']
хороший|['здоровый', 'домашний', 'социокультурный', 'начальный', 'научнопопулярный', 'социальноэкономический', 'возможный']
некоммерческий|['инклюзивный', 'образовательный', 'государственный', 'социальнореабилитационный', 'жилищный']
полнометражный|['художественный']
серпиевский|[]
беременная|['один', 'самарский', 'одинокий']
гестационный|[]
слепой|['слабовидящий']
поособый|[]
доступный|['инклюзивный', 'детский', 'спортивный', 'весь', 'творческий', 'каждый', 'правовой', 'адаптивный', 'ранний', 'медицинский', 'юридический', 'эффективный', 'реабилитационный', 'дополнительный', 'конный', 'полезный', 'дворовый', 'социальноправовой', 'низкопороговый', 'парусный', 'повседневный']
орловский|[]
городской|['инклюзивный', 'детский', 'спортивный', 'исторический', 'школьный', 'благотворительный', 'гуманитарный', 'военнопатриотический', 'технический', 'зелёный', 'креативный', 'маломобильный', 'научнотехнический', 'командный', 'средний', 'клинический', 'кулинарный', 'общедоступный']
главный|['весь']
межрайонный|['ресурсный', 'реабилитационнопрофориентационный']
дальний|['шлюпочный', 'печальный']
федеральный|['студенческий', 'дистанционный', 'горячий']
досудебный|[]
духовный|['образовательный', 'творческий', 'культурный', 'физический', 'нематериальный', 'культурнонравственный']
негосударственный|['детский', 'бесплатный']
такой|['какой']
деревянный|[]
речевой|['эмоциональный']
особенный|['образовательный']
женский|['традиционный', 'реабилитационный', 'лыжный']
ультраредкий|[]
прикладной|['творческий', 'экологический']
вологодский|['государственный']
катавивановский|[]
бытовой|['социальный']
черноморский|['детский']
онкологический|['другой', 'гематологический']
систематический|[]
второй|['всероссийский', 'межрегиональный', 'российский', 'научный', 'дистанционный', 'республиканский', 'саратовский', 'мировой', 'ударный']
неблагоприятный|['экологический', 'эпидемиологический']
межнациональный|['спортивный', 'региональный', 'студенческий', 'исследовательский', 'межрелигиозный', 'диалоговый', 'военноприкладный', 'межконфессиональный', 'культурнотуристический', 'бальный']
мультимодальный|[]
ненецкий|[]
экспозиционный|[]
интеллектуальный|['культурный', 'физический', 'настольный']
иностранный|[]
гурьевский|[]
междисциплинарный|['полилингвальный', 'инновационноприкладный']
историкогеографический|[]
святой|['великий', 'наш', 'праведный']
культурный|['молодёжный', 'общественный', 'благотворительный', 'природный', 'экономический']
здоровый|['здоровый', 'образовательный', 'доступный', 'активный', 'сильный', 'счастливый', 'безопасный', 'полноценный', 'трезвый', 'грамотный', 'мудрый', 'смеххороший', 'детисчастливый']
культурнообразовательный|['патриотический', 'тематический']
эффективный|['общественный', 'ранний', 'трудовой', 'медицинский', 'добровольческий']
приёмный|['инклюзивный', 'родный', 'многодетный', 'кровный', 'опекунский']
экспедиционный|[]
заречный|['пензенский']
ответственный|['гуманный']
аганский|[]
готовый|[]
нематериальный|[]
передвижной|['инклюзивный', 'живой', 'межрегиональный', 'интерактивный', 'музейный', 'этнографический', 'выставочный', 'историколитературный', 'модульный']
скорый|['социальный', 'цифровой', 'родительский']
благовещенский|[]
уверенный|[]
научнотехнический|['системноинженерный']
интеграционный|['межрегиональный']
командный|['межвузовский']
северокавказский|['ресурсный', 'федеральный']
наш|['спортивный', 'свой', 'сильный', 'хороший', 'особенный', 'военный', 'общий', 'тёплый', 'дружный', 'любимый', 'годысоциальный', 'устьтаркский']
гармоничный|['психологический', 'духовный']
третий|['всероссийский', 'российский', 'спортивнопатриотический', 'сочинский']
редкий|['полярный', 'генетический']
чистый|['городздоровый', 'питьевой', 'игрычистый', 'грибной']
образовательновоспитательный|[]
растениеводческий|[]
способный|['мотивированный']
предпринимательский|['социальный', 'лидерский']
нурлатский|[]
сольный|[]
фольклорный|[]
твой|['первый', 'активный', 'родный', 'безграничный', 'личный', 'последний']
олимпийский|[]
союзный|[]
малобюджетный|['спортивный']
тёсовский|['историкотехнический']
многоликий|[]
языковой|['детскоюношеский']
инновационный|['инклюзивный', 'образовательный', 'творческий', 'интерактивный', 'цифровой', 'проектный', 'реабилитационный', 'пилотный', 'междисциплинарный', 'аудиотактильный', 'камерный', 'реабилитационнообразовательный']
начальный|['профессиональный', 'общий', 'туристский', 'средний', 'основный']
кукольный|['синтетический']
древнерусский|['книжный', 'старообрядческий', 'церковный', 'певческий', 'лицевой']
кириллический|[]
седьмой|['всероссийский']
кавказский|['математический']
алтайский|[]
этнокультурный|['исторический', 'летний', 'языковой']
мирный|[]
тамбовский|[]
сервисный|[]
регулярный|['безвозмездный']
муниципальный|['образовательный', 'информационноресурсный']
уфимский|[]
арктический|['региональный']
брюховецкий|[]
станичный|[]
значимый|['благотворительный']
неизвестный|[]
ценный|[]
военноисторический|['интерактивный', 'музейный', 'поисковый']
массовый|['детский', 'молодёжный', 'спортивный', 'любительский', 'командный']
энгельсский|[]
социальноэкологический|[]
полилингвальный|[]
осознанный|[]
зрелый|[]
качественный|['социальный', 'физический', 'офтальмологический']
легендарный|['русский']
младший|['школьный', 'средний']
всемирный|['русский', 'просветительский', 'скаутский']
ландшафтный|[]
дошкольный|['образовательный', 'школьный', 'общеобразовательный', 'младший']
художественный|['декоративноприкладный', 'керамический', 'ритмический']
деревенский|['выходной']
святовознесенский|[]
стихийный|[]
многопрофильный|['детский', 'выездной', 'круглогодичный']
универсальный|['спортивный', 'междисциплинарный']
виртуальный|['школьный', 'концертный']
природный|['бытовой']
долгосрочный|['социальный', 'устойчивый', 'социальнокультурный', 'научноисследовательский', 'инфраструктурный']
кризисный|['жизненный', 'психологический', 'беременная', 'кровный', 'посткризисный']
архитектурный|['исторический']
настоящий|['родный']
оптический|[]
